Date,GOOG
2023-07-18,123.06961059570312
2023-07-19,121.7801742553711
2023-07-20,118.55665588378906
2023-07-21,119.3302993774414
2023-07-24,120.88751983642578
2023-07-25,121.79011535644531
2023-07-26,128.60415649414062
2023-07-27,128.81246948242188
2023-07-28,131.92689514160156
2023-07-31,132.0260772705078
2023-08-01,130.8160400390625
2023-08-02,127.59248352050781
2023-08-03,127.7214126586914
2023-08-04,127.4932861328125
2023-08-07,130.8656005859375
2023-08-08,130.7664031982422
2023-08-09,129.09017944335938
2023-08-10,129.14968872070312
2023-08-11,129.1099853515625
2023-08-14,130.75648498535156
2023-08-15,129.20919799804688
2023-08-16,128.0586395263672
2023-08-17,129.3976593017578
2023-08-18,127.0667953491211
2023-08-21,127.8801040649414
2023-08-22,128.63394165039062
2023-08-23,132.12527465820312
2023-08-24,129.35800170898438
2023-08-25,129.62579345703125
2023-08-28,130.71681213378906
2023-08-29,134.38671875
2023-08-30,135.81497192382812
2023-08-31,136.23155212402344
2023-09-01,135.68603515625
2023-09-05,135.5967559814453
2023-09-06,134.26766967773438
2023-09-07,135.09091186523438
2023-09-08,136.082763671875
2023-09-11,136.61839294433594
2023-09-12,134.9619598388672
2023-09-13,136.38035583496094
2023-09-14,137.85818481445312
2023-09-15,137.173828125
2023-09-18,137.82846069335938
2023-09-19,137.69949340820312
2023-09-20,133.4940185546875
2023-09-21,130.29034423828125
2023-09-22,130.18121337890625
2023-09-25,131.09373474121094
2023-09-26,128.3958740234375
2023-09-27,130.3895263671875
2023-09-28,132.04592895507812
2023-09-29,130.77635192871094
2023-10-02,134.0692901611328
2023-10-03,132.2145233154297
2023-10-04,135.1603546142578
2023-10-05,134.88262939453125
2023-10-06,137.60031127929688
2023-10-09,138.3640594482422
2023-10-10,138.06646728515625
2023-10-11,140.54611206054688
2023-10-12,139.14759826660156
2023-10-13,137.4515380859375
2023-10-16,139.3459930419922
2023-10-17,139.8419189453125
2023-10-18,138.14581298828125
2023-10-19,137.84828186035156
2023-10-20,135.62652587890625
2023-10-23,136.77706909179688
2023-10-24,138.97898864746094
2023-10-25,125.63850402832031
2023-10-26,122.43482208251953
2023-10-27,122.3951416015625
2023-10-30,124.72600555419922
2023-10-31,124.27967834472656
2023-11-01,126.53118896484375
2023-11-02,127.532958984375
2023-11-03,129.30838012695312
2023-11-06,130.37957763671875
2023-11-07,131.32186889648438
2023-11-08,132.1748504638672
2023-11-09,130.6176300048828
2023-11-10,132.9683380126953
2023-11-13,132.55174255371094
2023-11-14,134.32716369628906
2023-11-15,135.2694549560547
2023-11-16,137.57054138183594
2023-11-17,135.8248748779297
2023-11-20,136.79689025878906
2023-11-21,137.49118041992188
2023-11-22,138.8798065185547
2023-11-24,137.09446716308594
2023-11-27,136.9258575439453
